delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr,label
205.9922528297186,183.65450990587436,118.50386219823895,226.14821502492185,0.524009717190028,0.8120979857640502,0.9108727778683461,1.5497765768903657,1.738274592984361,0.8845244210511645,2
246.73710556009104,210.56004881023003,125.04577028441373,232.9108251022224,0.5368826040160749,0.904037194139934,1.0593629791650965,1.6838638230730718,1.973174342473905,0.7827658492201363,2
279.8627149917007,229.89992595034886,128.55808759575893,239.47368951056245,0.5368359582988286,0.9600216475564372,1.1686574653093857,1.788296094394711,2.176935891203575,0.7219669460794395,2
298.1022138821568,239.12661008915072,131.1059026979951,244.95110807507132,0.5352329439465711,0.9762217936808208,1.2169865906089143,1.8239194816421296,2.273751278528174,0.6999941067814912,2
302.4032439712397,237.35240604995585,135.25434101403536,247.58435824655726,0.5462959856266126,0.9586728650021908,1.2214149799806455,1.7548598016926182,2.2358117432982003,0.7092815040390202,2
299.577363356024,227.04115651998717,138.54868126285913,246.0686158304325,0.563048972317274,0.922674172623634,1.2174545800772283,1.6387103395754248,2.1622534449653545,0.730352774497652,2
298.97010925563404,211.23104801767636,141.28579657943854,242.7128836844044,0.5821108234334612,0.8702918642437484,1.2317850816868048,1.4950621586290225,2.116066274839855,0.7526417272670711,2
300.89763055245777,195.33703596085402,144.38433113946775,239.33273031552136,0.6032786696124698,0.8161735158552441,1.257235607331154,1.352896359454466,2.084004740526909,0.773257265863943,2
302.73027989657135,181.17486681751373,144.64259365577448,238.69901287590548,0.6059622614818733,0.7590097027829046,1.2682510759018277,1.2525692621958926,2.0929538958421854,0.7921833630717242,2
300.81409054599374,168.38667833430313,140.56190816019816,241.7767899356952,0.5813705616555794,0.696455099677221,1.2441810093764605,1.1979538449520273,2.14008257630621,0.8148722752699413,2
281.41957744486365,154.35815360846098,131.4392898223093,241.69927143735828,0.5438133472254785,0.6386372316743467,1.1643377150923675,1.1743684389738818,2.141061305377641,0.8562589014306651,2
244.7523790599093,137.2969114486268,120.31038694797367,237.59705431246863,0.5063631251494856,0.5778561179805911,1.0301153765064384,1.1411891768580105,2.0343412174856406,0.9368095953902724,2
196.84400216999222,119.50453080858419,110.85101377558783,232.34649618386007,0.477093546045426,0.5143375638168353,0.8472002177912161,1.0780643923610385,1.7757528367624384,1.0848715077894473,2
148.74011948303445,105.0908747866021,104.50302734416,229.1965067137837,0.45595383997131084,0.45851865847954487,0.6489632918741572,1.005625171417342,1.4233091926915031,1.3146524324900424,2
110.83487756512632,94.00741102906927,99.81915910546829,226.3795658464472,0.44093714347511126,0.41526456099325815,0.4895975356729211,0.9417772286554893,1.1103567547390265,1.592438393412671,2
91.88274161249717,86.54454615518141,95.94491709253141,224.8045189113376,0.4267926532667783,0.384976897147314,0.40872284088175076,0.902023252276261,0.9576613790169146,1.7976478823211228,2
89.15236636702278,81.71810064352941,93.44390007761153,223.97130812671625,0.4172137085735275,0.36485968371134286,0.3980526216178683,0.8745150895420349,0.9540736879879335,1.8576364526745608,2
101.3607603691947,82.76319568677646,94.04602599738294,222.10195925252273,0.42343627365509034,0.3726360450187537,0.45637040173045385,0.8800286328853443,1.077778239901549,1.7170388472090021,2
128.4197461473065,90.54027252033376,98.15849318497311,222.2398674418599,0.4416781485466478,0.40739887744947456,0.5778429749149412,0.9223885736480966,1.3082897055612712,1.4632733527172654,2
161.4239844775312,104.86533769158316,103.01989071204851,225.07204714618837,0.4577196147557818,0.4659189758178688,0.7172102734405015,1.0179135016236125,1.5669205564266062,1.2320882233868657,2
192.08345210255115,120.67389089783296,107.50677582571213,228.3337250196479,0.47083178718545093,0.5284978856603382,0.8412399529943401,1.1224770715240042,1.786710192238981,1.0738053265945142,2
214.03256321739678,135.02770528037865,110.0936910545572,230.64383060632036,0.4773320438059889,0.5854381837373043,0.9279787048920598,1.2264799552725083,1.9440947175740744,0.976156705337116,2
224.70561288118478,144.3150449218821,112.1834285296082,231.227968901483,0.48516375014047314,0.6241245192244411,0.9717925298946982,1.2864203457981633,2.003019660090697,0.9306020954912436,2
222.6571200623387,147.55580964398533,112.70190714523787,228.604175664484,0.4930002123436596,0.645464192485044,0.9739853588200698,1.3092574330071591,1.9756286801376182,0.921918321654695,2
210.616451139874,144.26057053899038,113.5083289629377,222.52837210960575,0.5100847495843338,0.648279449363586,0.9464701024107408,1.2709249784312637,1.8555153887310214,0.94691028312515,2
190.27337217278134,134.42773739436777,112.89088635713986,215.8667127717173,0.5229656991002771,0.6227349074265441,0.88143915163983,1.1907758166509053,1.685462647275489,1.0124929956879902,2
166.30908426828734,120.86755439595885,110.73465023139009,211.98727264586844,0.5223646158058549,0.5701642031966324,0.7845239112355203,1.09150617393377,1.5018703172021532,1.1237749852437344,2
139.87913802512676,106.48467372441974,108.75645700328383,209.95487646101736,0.5179991950483551,0.5071788544248979,0.6662342898765599,0.9791112790774759,1.2861685814287165,1.2936613181984018,2
117.55451009568974,92.69789525400743,106.62225694846873,210.28038875346942,0.5070480303965558,0.44082995948179216,0.5590369638963786,0.8694047369378887,1.1025325617755835,1.5072486099498246,2
104.59607056045564,84.03263088222347,104.45891535749624,212.87273808862312,0.490710629719095,0.3947552497175051,0.4913549358157372,0.8044562840293084,1.0013130061947322,1.6823084240048738,2
102.7891958165382,84.23810359012086,102.66664375081808,215.2812089052751,0.47689551853079737,0.39129334147870787,0.4774647835695033,0.8205011921357331,1.0011936892182582,1.700007719005607,2
111.30778528048111,90.96618325764389,101.97757724499189,214.97122662074437,0.4743777985920987,0.42315515749523014,0.5177799235283337,0.8920214199549561,1.0914927407333304,1.566928291150807,2
121.92009424354023,100.77009394402756,102.21355200801459,214.0192489096815,0.4775904622072094,0.4708459377247589,0.5696688258867401,0.9858780168027637,1.1927977440210713,1.4200571811962324,2
129.69161887277087,110.60144134861375,103.14387180836299,216.27738130608856,0.47690549601387894,0.511387000714994,0.5996541020127464,1.0723025945167795,1.2573855974083705,1.3292987022603369,2
132.62264755603746,118.02809963264383,102.86815948611881,219.98020176837682,0.46762462557622125,0.5365396462219761,0.602884470920158,1.147372522481757,1.2892487648127287,1.2880406895873582,2
129.81353816750246,123.06184585712036,102.73250914282765,223.63624234993915,0.45937325749765984,0.550276844951441,0.5804673553957064,1.1978861110656716,1.2636071994214062,1.2906307695848636,2
123.31747118581731,124.71847534194835,101.50353198346563,225.6426470126356,0.44984196616777683,0.5527256349504016,0.5465166838736463,1.2287106951338826,1.2149081788198763,1.3189466429192747,2
115.03554362723253,122.94000401983249,101.66719609067856,226.98019679822303,0.4479121858417319,0.541633172206303,0.5068087227428693,1.2092396441245452,1.1314912582484378,1.381013285349424,2
105.20298404256911,118.44970539949365,102.81093105729909,230.15924888918616,0.44669476266321606,0.5146423876996712,0.4570877970375232,1.1521119805196463,1.023266523906265,1.4887823650908576,2
99.22276966553034,113.52107871291437,104.85507831394207,233.9077105966839,0.44827542472397913,0.4853242264794488,0.42419623283225366,1.0826474076250823,0.9462848272207829,1.592350573202048,2
98.87157990401423,110.94777969035955,105.23753028099671,236.21119818592294,0.445523036541916,0.46969737481722623,0.41857278851865415,1.0542605797961602,0.9395087440765225,1.6273461568418373,2
102.49696801655985,112.02551093452284,105.0154425983324,236.89084999458723,0.4433072978577768,0.47289927380936214,0.43267592656660997,1.0667527380996988,0.976018054874031,1.5938017044399533,2
112.32702519761779,115.03677840791539,103.91709469476908,235.46750124293604,0.44132245064067654,0.48854630809212984,0.4770383369453944,1.1070053367620376,1.0809292304365399,1.4926940460871396,2
129.7928121234179,117.95722770672492,100.2673114856355,234.33600062804416,0.42787839349015505,0.5033679306234963,0.5538748283471598,1.1764275511029705,1.294467859966628,1.3505681466008375,2
152.75564480634657,123.66191502579314,93.93532248786414,234.7276673951985,0.4001885398950872,0.526831440017636,0.6507781826552215,1.3164580878696561,1.6261789576129007,1.18900908496063,2
174.431363523827,130.2478007749828,87.03745837431953,238.86945715581092,0.36437248784613896,0.5452677053225107,0.7302371998528387,1.4964568498178081,2.0040953261026417,1.0696724742572217,2
189.84056041783492,132.40903166440935,81.80133611085485,244.03678084696926,0.3352008489333044,0.5425781769652194,0.7779178194326382,1.6186658795520454,2.3207513403029063,1.0111358554479226,2
197.15045561450864,129.12300022616643,79.35468298240528,247.09911751720287,0.3211451492815658,0.5225554891638857,0.7978598126753049,1.627162952119611,2.4844211860593197,1.0005527408243138,2
193.03787763881144,120.61343228821454,83.67209254367602,247.8464084804133,0.33759655044704195,0.4866458748695014,0.778860903502125,1.4415013252507758,2.307076012686638,1.0569651410071277,2
177.3647915994377,109.60905176396606,90.40649802386565,245.19858041836318,0.3687072652280943,0.4470215593293758,0.7233516250249655,1.212402362217717,1.9618588870969944,1.1694622565905486,2
154.453307037719,99.74153067069342,99.19576922614803,240.986421241262,0.41162389447179193,0.4138885923818829,0.6409212031207727,1.0055018621137073,1.557055388981298,1.3382734029305265,2
130.89877136332336,92.7930207848782,105.33480976865762,235.60270754845183,0.4470865842957066,0.3938537962930467,0.5555911166105931,0.8809340519879001,1.2426924361548741,1.5241395942289628,2
113.60429156027354,90.05576075359141,106.40281679673065,230.4776824425679,0.4616621256734689,0.390735275533813,0.4929079915951614,0.8463663224783959,1.0676812417222037,1.654131457847829,2
107.47606045584408,89.81450965554488,103.75309900437719,228.44842543155994,0.4541642114992831,0.39315004901380723,0.47046093774913084,0.8656561636945007,1.0358828939780373,1.6838185638998273,2
107.01232927027576,89.30648550521619,100.59512062418972,227.8105479298345,0.4415735862027466,0.3920208538049016,0.4697426446787507,0.8877814843411103,1.0637924444671616,1.6728181093064636,2
106.7567554677418,88.31562289731242,100.2972254632163,226.58001276280532,0.44265698567248374,0.38977675841939946,0.47116581099101545,0.8805390427245857,1.0644038753284808,1.675671568500132,2
106.14999341861453,87.44023253491355,103.0905946957027,224.51816647546724,0.45916371184586197,0.3894572715765876,0.4727902204306188,0.8481882638568042,1.029676797693741,1.6922794503572376,2
106.16913059508616,87.19679015003479,106.56757735126129,221.6919167436723,0.48070123131497994,0.39332417451581997,0.4789039318823812,0.8182300125170553,0.9962610883527755,1.6976077937105487,2
106.08591211097564,87.95586078978486,109.11199448345506,216.45954623745516,0.5040756870281882,0.40633856218703185,0.49009578905150186,0.8061062507946534,0.9722662720372298,1.6778425379952513,2
105.70070126141374,87.43576194034003,109.22710278029841,211.51014153614415,0.5164154398791938,0.4133880357003991,0.49974294610053466,0.8004951126114741,0.9677149587499566,1.660676803330476,2
105.4787557152612,86.050792295502,106.5217401054032,207.60122312498888,0.5131074783758401,0.4145004109330033,0.5080834983893925,0.8078237570129327,0.9902087180597129,1.640075729791518,2
105.57931419095942,86.74541468954155,104.0014496800532,205.77679488166643,0.5054090269986956,0.421551005007271,0.5130768717224585,0.8340788994422907,1.0151715626634081,1.6107041791500314,2
106.4963394620606,89.86065116071505,105.84176077326151,208.4368093448417,0.5077882409826902,0.4311169962885391,0.5109286588909117,0.8490094127706186,1.006184503016738,1.600546887184009,2
108.57257638757407,94.45817600339733,109.20630196066372,212.20095202099637,0.5146362488979702,0.44513549587680973,0.5116498081348442,0.8649516951633552,0.9941969871544784,1.5830471502303944,2
109.6086174489305,98.12144916942614,110.44430157406622,213.294140037672,0.5178027936189881,0.46002880881816977,0.5138848044750383,0.888424733290779,0.9924334337469164,1.5584573137720745,2
107.7238561896221,98.9232137192926,110.09784502287216,207.30594340197584,0.5310887050130895,0.47718464842793196,0.51963708527517,0.898502724542355,0.978437463215044,1.535970428057617,2
101.93180254261831,95.09993308960577,105.08600968381037,193.25685170940676,0.54376343583318,0.4920908741316145,0.5274421146831546,0.9049723495615509,0.9699845188652357,1.5141868412005395,2
