delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr,label
69.62350273432628,65.76378268145292,101.85362473942611,181.6873331971447,0.5605983804545532,0.3619612964988273,0.38320504522337523,0.6456695365500987,0.6835643101798811,2.094295317804817,0
81.21804472961792,74.36195698626672,118.54391397302004,205.72089020177657,0.5762366372066006,0.3614701302980486,0.39479726463344134,0.6272945990562713,0.6851304466638642,2.08423191026157,0
92.0648312886011,81.52708101750993,131.28012779111748,220.91217659516678,0.5942638826636308,0.3690474752186821,0.416748559122274,0.6210161613129243,0.7012853570274349,2.0288520341041596,0
101.31565291119523,87.90168450875085,139.2864837566259,227.8967966775534,0.611182279818086,0.3857082933601791,0.4445681307866065,0.6310855306128678,0.7273904127569422,1.9405371909406923,0
107.61970107006934,92.61439317678573,145.89612429922406,228.281130535093,0.6391072444631856,0.405703235128093,0.4714349399698862,0.6347968023251889,0.7376460587078235,1.8686990157281569,0
109.98263219343983,94.84578755416128,150.69936991904282,223.5838066709843,0.6740173725586716,0.42420687332572343,0.4919078614458212,0.6293708301840503,0.7298148111204683,1.827301001742023,0
108.29984307643443,94.36037131678233,151.74599201590945,216.227551336207,0.70178842186472,0.4363938394236527,0.5008605166510054,0.6218310616526158,0.7136916213581442,1.8157167377615924,0
103.6066116990363,90.68868599725218,149.39292630869792,212.9825126354187,0.7014328287338183,0.42580343745165666,0.4864559555478109,0.6070480593562891,0.6935175195976072,1.8650757030186162,0
96.95844286904698,85.33518761076262,146.40761541900025,215.44380550908994,0.6795628914604512,0.39609023526630094,0.4500405228172417,0.5828603065936427,0.6622499969797614,1.984992124934217,0
89.30642363124957,81.54287104279234,145.77192793537083,221.7802904445653,0.6572808054456353,0.36767411062244165,0.4026797126662254,0.5593866541913683,0.6126448685706092,2.15132417772738,0
84.19778417364367,79.3487154196184,146.49709922423676,227.92922338988356,0.642730655795052,0.34812874908931146,0.36940319859564225,0.5416401815449108,0.5747402823639925,2.2894181382378314,0
82.28987312957389,79.38040724314652,149.7604605863794,232.31593491285565,0.6446413615258731,0.3416916160870455,0.3542153626286624,0.530049166063837,0.5494766295948351,2.3633063208549063,0
81.21922270378188,82.6127252430524,152.38865266592575,234.11137873256035,0.6509237333568846,0.35287787244816465,0.34692556655506923,0.5421186144624578,0.532974216143474,2.3591249218614596,0
79.63725735345105,87.74461332983722,152.7952353556284,232.17246541102045,0.6581109223487434,0.37792859361897563,0.34300905239761015,0.5742627584270745,0.5212024914788517,2.299936660972476,0
76.56909327947102,91.9431057498708,149.7175452590139,227.2176624660686,0.6589168449058043,0.40464770542915457,0.3369856570499022,0.6141104276777158,0.5114236487581011,2.2368422576898985,0
72.23895921503615,94.46479935130355,145.51722823111663,222.2728895521101,0.6546782584432156,0.42499469702155035,0.32500121522062775,0.6491657414012213,0.4964289114983909,2.206249702743593,0
69.36652784932822,95.18743520305948,141.04358672841022,218.9233380922961,0.6442601686849281,0.4347980257953555,0.316853052094811,0.6748795702873742,0.4918091595536248,2.1875311790947665,0
